element_key,input_text,target_text_xpath,target_text_css,class
cls_a_hlp-header__logo-link,"<a class=""hlp-header__logo-link"" href=""https://www.zara.com/ie/en""><svg viewBox=""0 0 132 55"" xmlns=""http://www.w3.org/2000/svg"" width=""1em"" height=""1em"" class=""hlp-header__logo-img"" role=""img"" aria-label=""Logo Zara, navigate to the homepage.""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""m105.673.035 19.557 53.338 6.77.002v.383h-21.548v-.383h6.344l-6.431-17.54H97.311v.007l.07.204c.521 1.548.78 3.17.764 4.803v6.575c0 3.382 1.494 6.81 4.347 6.81 1.675 0 3.012-.59 4.604-2.046l.227.211C105.594 54.224 103.5 5","//a[contains(@class, 'hlp-header__logo-link')]",a.hlp-header__logo-link,hlp-header__logo-link
cls_div_main-layout__page-content,"<div class=""main-layout__page-content""><form class=""generic-form login-form"" novalidate=""""><h1 class=""login-form__title"">Log in</h1><p class=""login-form__description""></p><div class=""login-form__body""><div class=""zds-form-control email-input__form-control"" role=""group""><div class=""zds-input-base email-input zds-input-base--full-width""><label class=""zds-input-base__label"" for=""zds-:r5:"" id=""zds-:r3:"">Email</label><input class=""zds-input-base__input email-input__input-base"" id=""zds-:r5:"" aria-describedby=""zds","//div[contains(@class, 'main-layout__page-content')]",div.main-layout__page-content,main-layout__page-content
cls_h1_login-form__title,"<h1 class=""login-form__title"">Log in</h1>","//h1[contains(@class, 'login-form__title')]",h1.login-form__title,login-form__title
cls_div_login-form__body,"<div class=""login-form__body""><div class=""zds-form-control email-input__form-control"" role=""group""><div class=""zds-input-base email-input zds-input-base--full-width""><label class=""zds-input-base__label"" for=""zds-:r5:"" id=""zds-:r3:"">Email</label><input class=""zds-input-base__input email-input__input-base"" id=""zds-:r5:"" aria-describedby=""zds-:r4:"" type=""email"" name=""email"" aria-label=""Enter your email address"" autocomplete=""email"" data-qa-input-qualifier=""logonId"" placeholder="" "" value=""""><div class=""zds-inpu","//div[contains(@class, 'login-form__body')]",div.login-form__body,login-form__body
cls_div_zds-form-control,"<div class=""zds-form-control email-input__form-control"" role=""group""><div class=""zds-input-base email-input zds-input-base--full-width""><label class=""zds-input-base__label"" for=""zds-:r5:"" id=""zds-:r3:"">Email</label><input class=""zds-input-base__input email-input__input-base"" id=""zds-:r5:"" aria-describedby=""zds-:r4:"" type=""email"" name=""email"" aria-label=""Enter your email address"" autocomplete=""email"" data-qa-input-qualifier=""logonId"" placeholder="" "" value=""""><div class=""zds-input-base__border""></div><div cla","//div[contains(@class, 'zds-form-control')]",div.zds-form-control,zds-form-control email-input__form-control
cls_div_zds-input-base,"<div class=""zds-input-base email-input zds-input-base--full-width""><label class=""zds-input-base__label"" for=""zds-:r5:"" id=""zds-:r3:"">Email</label><input class=""zds-input-base__input email-input__input-base"" id=""zds-:r5:"" aria-describedby=""zds-:r4:"" type=""email"" name=""email"" aria-label=""Enter your email address"" autocomplete=""email"" data-qa-input-qualifier=""logonId"" placeholder="" "" value=""""><div class=""zds-input-base__border""></div><div class=""zds-input-base__slot"" id=""zds-:r4:""><div class=""zds-form-control-","//div[contains(@class, 'zds-input-base')]",div.zds-input-base,zds-input-base email-input zds-input-base--full-width
id_label_zds-:r3:,"<label class=""zds-input-base__label"" for=""zds-:r5:"" id=""zds-:r3:"">Email</label>",//label[@id='zds-:r3:'],label#zds-:r3:,zds-input-base__label
id_input_zds-:r5:,"<input class=""zds-input-base__input email-input__input-base"" id=""zds-:r5:"" aria-describedby=""zds-:r4:"" type=""email"" name=""email"" aria-label=""Enter your email address"" autocomplete=""email"" data-qa-input-qualifier=""logonId"" placeholder="" "" value="""">",//input[@id='zds-:r5:'],input#zds-:r5:,zds-input-base__input email-input__input-base
cls_div_zds-input-base__border,"<div class=""zds-input-base__border""></div>","//div[contains(@class, 'zds-input-base__border')]",div.zds-input-base__border,zds-input-base__border
id_div_zds-:r4:,"<div class=""zds-input-base__slot"" id=""zds-:r4:""><div class=""zds-form-control-error email-input__error""><div aria-live=""polite"" class=""field-error""><svg width=""1em"" height=""1em"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit"" aria-hidden=""true"" class=""field-error__icon"" focusable=""false""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 20a8 8 0 1 0 0-16 8 8 0 0 0 0 16Zm0 1a9 9 0 1 0 0-18 9 9 0 0 0 0 18Z""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M11.5 ",//div[@id='zds-:r4:'],div#zds-:r4:,zds-input-base__slot
cls_div_zds-form-control-error,"<div class=""zds-form-control-error email-input__error""><div aria-live=""polite"" class=""field-error""><svg width=""1em"" height=""1em"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit"" aria-hidden=""true"" class=""field-error__icon"" focusable=""false""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 20a8 8 0 1 0 0-16 8 8 0 0 0 0 16Zm0 1a9 9 0 1 0 0-18 9 9 0 0 0 0 18Z""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M11.5 14.25V7.5h1v6.75h-1Zm0 2.15v-1h1v1h-1Z""></path><","//div[contains(@class, 'zds-form-control-error')]",div.zds-form-control-error,zds-form-control-error email-input__error
cls_div_field-error,"<div aria-live=""polite"" class=""field-error""><svg width=""1em"" height=""1em"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit"" aria-hidden=""true"" class=""field-error__icon"" focusable=""false""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 20a8 8 0 1 0 0-16 8 8 0 0 0 0 16Zm0 1a9 9 0 1 0 0-18 9 9 0 0 0 0 18Z""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M11.5 14.25V7.5h1v6.75h-1Zm0 2.15v-1h1v1h-1Z""></path></svg><div class=""field-error__text""></div></div>","//div[contains(@class, 'field-error')]",div.field-error,field-error
cls_div_field-error__text,"<div class=""field-error__text""></div>","//div[contains(@class, 'field-error__text')]",div.field-error__text,field-error__text
id_label_zds-:r6:,"<label class=""zds-input-base__label"" for=""zds-:r8:"" id=""zds-:r6:"">Password</label>",//label[@id='zds-:r6:'],label#zds-:r6:,zds-input-base__label
id_input_zds-:r8:,"<input class=""zds-input-base__input password-input__input-base"" id=""zds-:r8:"" aria-describedby=""zds-:r7:"" name=""password"" aria-label=""Enter your password"" aria-live=""polite"" autocomplete=""current-password"" data-qa-input-qualifier=""password"" type=""password"" placeholder="" "" value="""">",//input[@id='zds-:r8:'],input#zds-:r8:,zds-input-base__input password-input__input-base
cls_div_zds-input-base__end-slot,"<div class=""zds-input-base__end-slot""><button aria-checked=""false"" aria-label=""Show or hide password"" class=""zds-password-field__password-visibility-button"" role=""switch"" type=""button""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" class=""zds-password-field__password-visibility-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 8.20007C9.90127 8.20007 8.19995 9.90139 8.19995 12.0001C8.19995 14.0988 9.90127 15.8001 12 15.8001C14.0986 15.8001 15.7999 ","//div[contains(@class, 'zds-input-base__end-slot')]",div.zds-input-base__end-slot,zds-input-base__end-slot
cls_button_zds-password-field__password-visibility-button,"<button aria-checked=""false"" aria-label=""Show or hide password"" class=""zds-password-field__password-visibility-button"" role=""switch"" type=""button""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" class=""zds-password-field__password-visibility-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 8.20007C9.90127 8.20007 8.19995 9.90139 8.19995 12.0001C8.19995 14.0988 9.90127 15.8001 12 15.8001C14.0986 15.8001 15.7999 14.0988 15.7999 12.0001C15.7999 9.9013","//button[contains(@class, 'zds-password-field__password-visibility-button')]",button.zds-password-field__password-visibility-button,zds-password-field__password-visibility-button
id_div_zds-:r7:,"<div class=""zds-input-base__slot"" id=""zds-:r7:""><div class=""zds-form-control-error password-input__error""><div aria-live=""polite"" class=""field-error""><svg width=""1em"" height=""1em"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit"" aria-hidden=""true"" class=""field-error__icon"" focusable=""false""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 20a8 8 0 1 0 0-16 8 8 0 0 0 0 16Zm0 1a9 9 0 1 0 0-18 9 9 0 0 0 0 18Z""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M11",//div[@id='zds-:r7:'],div#zds-:r7:,zds-input-base__slot
qaid_a_forgot-password-link,"<a class=""recovery-password-link"" data-qa-id=""forgot-password-link"" href=""https://www.zara.com/ie/en/user/account/password/recover"">Have you forgotten your password?</a>",//a[@data-qa-id='forgot-password-link'],a[data-qa-id='forgot-password-link'],recovery-password-link
qaid_button_logon-form-submit,"<button class=""zds-button generic-form-submit-button login-form__submit-button zds-button--primary zds-button--small"" role=""button"" data-qa-id=""logon-form-submit"" type=""submit"">Log in</button>",//button[@data-qa-id='logon-form-submit'],button[data-qa-id='logon-form-submit'],zds-button generic-form-submit-button login-form__submit-button zds-button--primary zds-button--small
cls_div_register-button-container,"<div class=""register-button-container""><a class=""zds-button register-button zds-button--secondary zds-button--small zds-button--flex"" role=""link"" href=""https://www.zara.com/ie/en/signup""><span class=""zds-button__first-line"">register</span></a></div>","//div[contains(@class, 'register-button-container')]",div.register-button-container,register-button-container
cls_a_help-link,"<a class=""help-link"" href=""https://www.zara.com/ie/en/help-center"">Help</a>","//a[contains(@class, 'help-link')]",a.help-link,help-link
cls_div_main-layout__image-container,"<div class=""main-layout__image-container""><img alt="""" aria-hidden=""true"" class=""main-layout__image-container__image"" draggable=""false"" src=""https://static.zara.net/assets/public/d463/5ee2/24464efa8bfd/7e2d0d34bfbd/image-small-0808d3d9-9032-4491-b28b-115af99fb0ab-default_0/image-small-0808d3d9-9032-4491-b28b-115af99fb0ab-default_0.jpg?ts=1741782579549?ts=1752681611644""></div>","//div[contains(@class, 'main-layout__image-container')]",div.main-layout__image-container,main-layout__image-container
cls_div_category-topbar,"<div class=""category-topbar layout-header-std__child products-category-view__category-topbar""><div style=""opacity: 1; transform: translate3d(0px, 0px, 0px);"" class=""category-topbar__categories-bar category-topbar__siblings""><nav aria-label=""First level of related categories "" class=""zds-nav-row category-topbar-related-categories""><ul class=""zds-nav-row__list zds-nav-row__list--label""><li class=""zds-nav-row__list-item zds-nav-row__list-item--label zds-nav-row__list-item--active category-topbar-related-catego","//div[contains(@class, 'category-topbar')]",div.category-topbar,category-topbar layout-header-std__child products-category-view__category-topbar
cls_div_category-topbar__categories-bar,"<div style=""opacity: 1; transform: translate3d(0px, 0px, 0px);"" class=""category-topbar__categories-bar category-topbar__siblings""><nav aria-label=""First level of related categories "" class=""zds-nav-row category-topbar-related-categories""><ul class=""zds-nav-row__list zds-nav-row__list--label""><li class=""zds-nav-row__list-item zds-nav-row__list-item--label zds-nav-row__list-item--active category-topbar-related-categories__category category-topbar-related-categories__category--selected""><div aria-current=""page","//div[contains(@class, 'category-topbar__categories-bar')]",div.category-topbar__categories-bar,category-topbar__categories-bar category-topbar__siblings
cls_a_category-topbar-related-categories__category-link,"<a class=""category-topbar-related-categories__category-link link"" data-qa-action=""related-category-click"" draggable=""false"" tabindex=""0"">accessories | perfumes</a>","//a[contains(@class, 'category-topbar-related-categories__category-link')]",a.category-topbar-related-categories__category-link,category-topbar-related-categories__category-link link
cls_div_category-topbar__bar,"<div style=""opacity: 1; transform: translate3d(0px, 0px, 0px);"" class=""category-topbar__bar""><div class=""view-option-selector products-category-view__zoom-selector""><span class=""view-option-selector__label-text"" id=""zds-0"">VIEW</span><ul aria-labelledby=""zds-0""><li class=""view-option-selector__list-item""><button class=""view-option-selector-button view-option-selector-button--selected"" data-qa-action=""view-option-selector-button"" aria-label=""Switch to zoom 2"" aria-current=""true""><span class=""view-option-sele","//div[contains(@class, 'category-topbar__bar')]",div.category-topbar__bar,category-topbar__bar
cls_div_view-option-selector,"<div class=""view-option-selector products-category-view__zoom-selector""><span class=""view-option-selector__label-text"" id=""zds-0"">VIEW</span><ul aria-labelledby=""zds-0""><li class=""view-option-selector__list-item""><button class=""view-option-selector-button view-option-selector-button--selected"" data-qa-action=""view-option-selector-button"" aria-label=""Switch to zoom 2"" aria-current=""true""><span class=""view-option-selector-button__option"">2</span></button></li><li class=""view-option-selector__list-item""><butto","//div[contains(@class, 'view-option-selector')]",div.view-option-selector,view-option-selector products-category-view__zoom-selector
id_span_zds-0,"<span class=""view-option-selector__label-text"" id=""zds-0"">VIEW</span>",//span[@id='zds-0'],span#zds-0,view-option-selector__label-text
cls_button_view-option-selector-button,"<button class=""view-option-selector-button view-option-selector-button--selected"" data-qa-action=""view-option-selector-button"" aria-label=""Switch to zoom 2"" aria-current=""true""><span class=""view-option-selector-button__option"">2</span></button>","//button[contains(@class, 'view-option-selector-button')]",button.view-option-selector-button,view-option-selector-button view-option-selector-button--selected
cls_span_view-option-selector-button__option,"<span class=""view-option-selector-button__option"">2</span>","//span[contains(@class, 'view-option-selector-button__option')]",span.view-option-selector-button__option,view-option-selector-button__option
cls_div_product-groups,"<div class=""product-groups"" style=""opacity: 1; transform: none;""><section class=""product-grid product-grid--is-zoom2"" data-sectiontype=""main""><ul class=""product-grid__product-list"" style=""--grid-num-columns:4""><li class=""product-grid-product _product product-grid-product--is-not-template product-grid-product--ZOOM2-columns product-grid-product--0th-column"" data-productid=""453523394"" data-blockid=""defaultTemplate1"" data-pagenum=""1""><div class=""product-grid-product__figure""><a class=""product-link product-grid","//div[contains(@class, 'product-groups')]",div.product-groups,product-groups
cls_div_product-grid-product__figure,"<div class=""product-grid-product__figure""><a class=""product-link product-grid-product__link link"" data-qa-action=""product-click"" draggable=""false"" href=""https://www.zara.com/ie/en/regular-fit-denim-bermuda-shorts-p05575415.html"" tabindex=""0""><div class=""products-category-grid-media-container""><div class=""media products-category-grid-media""><div class=""media__wrapper media__wrapper--fill"" style=""padding-bottom:150%""><img class=""media-image__image media__wrapper--media"" data-qa-qualifier=""media-image"" alt=""Fr","//div[contains(@class, 'product-grid-product__figure')]",div.product-grid-product__figure,product-grid-product__figure
